Account_Number,Customer_Name,Amount_Financed,Product_Description,Currency,Value_Date,Maturity_Date,Interest_Rate,Principal_os_amount,Principal_Overdue_Amount,Interest_Overdue_Amount,Overdue_Days,Branch_Code,PRINCIPAL_INSTALLMENTS,CR_ACC
9034862855,Mwangi,98687193,Asset Finance,KES,2021-05-19,2023-03-17,15.66,32794353.16,29259639.01,2180897.5,326,MN78OP,2050832.28,268110004
9547979679,Odhiambo,105894724,Retail,KES,2023-04-11,2023-04-13,11.97,46690372.88,8997602.89,8176397.89,79,YZ34AB,1066203.68,268110005
9863402392,Mwangi,78743847,Corporate,KES,2021-12-18,2023-07-14,14.2,94234404,14660031.03,9092723.24,353,WX56YZ,1004443.93,268110002
4604811690,Omondi,62299318,Retail,USD,2021-10-25,2023-03-13,14.77,75401657.84,104803199.1,819219.04,100,QR90ST,1081594.43,268110056
5952567934,Njeri,31787234,Term Loan,KES,2021-08-04,2023-07-03,9.73,26398890.43,34381034.87,9047777.23,178,IJ56KL,1517634.87,268110003
2233783404,Wanjiku,68560157,Asset Finance,USD,2022-01-07,2023-06-12,14.55,119455147.8,36974478.3,8822285.54,365,MN78OP,1163355.99,268110003
6824466962,Odhiambo,103058901,Retail,USD,2022-04-23,2023-06-06,13.85,82965465.78,26048701.81,4882415.68,2,WX56YZ,2269645.47,268110004
2657608597,Ochieng,42755110,Asset Finance,KES,2021-07-22,2023-01-27,15.21,56134988.66,101100908.7,3911648.79,48,CD56EF,934917.1,268110003
1504802636,Kamau,113985752,Retail,KES,2022-06-05,2023-07-23,12.34,54534004.44,41222209.82,6941193.16,275,WX56YZ,2651622.55,268110000
1423019345,Mwangi,17087130,Corporate,KES,2022-12-28,2023-07-02,10.13,99090042.61,23105858.87,6790160.89,124,EF34GH,1848409.52,268110000
2380097189,Wanjiku,88903594,Corporate,USD,2022-02-28,2023-07-01,12.69,65465308.69,110314498.5,5052859.86,235,EF34GH,2890008.24,268110000
4851163919,Omondi,32800204,Corporate,KES,2022-05-18,2023-05-25,15.77,103130999.2,17037432.62,2429677.72,21,OP12QR,3388244.83,268110056
9237132567,Auma,2552630,Corporate,KES,2023-05-15,2023-05-30,13.04,80835924.51,46033809.6,8983711.14,111,WX56YZ,2860392.9,268110056
4163077994,Auma,80142556,Term Loan,KES,2022-11-10,2023-04-07,10.88,2282916.17,7178475.64,5395173.41,240,EF34GH,3049379.09,268110001
8642356603,Omondi,28735161,Retail,KES,2022-02-09,2022-12-31,13.27,92925700.24,6574739.4,3586027.66,144,CD56EF,2205664.99,268110001
5833381720,Ochieng,23823096,Corporate,KES,2021-02-04,2023-05-09,11.09,64464263.01,108078899.2,2007387.5,15,EF90GH,274064.66,268110004
7497156279,Ochieng,95196630,Retail,KES,2023-03-09,2023-01-07,15.02,59447684.98,101073148.8,6609704.4,350,WX56YZ,2017932.25,268110002
8588254988,Mwangi,106482979,Retail,KES,2022-09-09,2023-09-07,15.76,61553722.31,62175947.66,8267945.44,50,AB78CD,2714502.7,268110003
8441688453,Ochieng,40411904,Corporate,KES,2022-07-01,2023-03-12,10.88,12896592.41,6078125.27,8090507.55,57,CD56EF,1912804.61,268110002
3876867663,Mwangi,40991885,Term Loan,KES,2023-01-16,2023-03-09,9.26,82930249.49,9478223.36,5073359.18,261,CD56EF,411780.44,268110003
5917025031,Muthoni,117365144,Term Loan,KES,2021-07-03,2023-07-17,9.14,23176274.76,29784073.21,9476646.42,104,OP12QR,1211335.03,268110004
8721494200,Auma,118454184,Staff,KES,2021-10-11,2023-02-06,9.97,10176853.6,97555043.83,4245176.78,241,OP12QR,1976488.72,268110003
2497699056,Njeri,17400740,Retail,KES,2021-02-19,2023-03-08,10.96,90384369.1,95320904.67,1082784.22,242,WX56YZ,58299.54,268110000
8048880301,Kamau,1299996,Corporate,KES,2022-08-22,2022-12-11,14.1,104488474.3,53552094.34,1819008.7,322,MN78OP,2484783.21,268110004
5924080847,Kamau,9069050,Term Loan,KES,2022-10-03,2023-05-15,15.67,47559261.41,51134288.54,3195687.65,73,OP12QR,1661507.48,268110005
1510106804,Achieng,63385607,Corporate,KES,2021-03-24,2023-06-19,15.47,62793974.95,5195600.32,1855340.78,228,KL90MN,2700590.96,268110056
2743859739,Mwangi,111718518,Retail,KES,2023-01-25,2023-05-07,14.53,8143403.85,34556690.92,2765684.51,189,OP12QR,1678270.19,268110001
7870008165,Kamau,104925299,Term Loan,KES,2021-06-30,2023-02-21,13.34,113265652.3,22229718.88,7760599.55,210,EF34GH,2102256,268110002
8944652913,Muthoni,84424019,Retail,USD,2023-07-16,2022-12-21,11.77,117546680.2,116816041.1,4306087.51,297,OP12QR,2551553.3,268110002
1168755766,Auma,7617419,Corporate,KES,2022-07-13,2023-08-31,14.7,119232656.2,75562216.76,4049272.02,146,EF34GH,1558365.81,268110056
3827440568,Muthoni,44909241,Term Loan,KES,2023-03-15,2022-12-25,10.21,19294690.16,48901819.66,7442241.64,314,WX56YZ,1640135.78,268110005
479284128,Omondi,80680776,Asset Finance,USD,2022-01-17,2023-08-21,13.98,59476811.55,13349476.31,4179521.12,187,OP12QR,2311191.2,268110005
4008559559,Auma,15335452,Staff,KES,2021-11-11,2023-06-20,11.22,72594300.44,105514976.6,2211542.28,151,EF34GH,2629037.36,268110001
6720039821,Muthoni,46200593,Retail,KES,2021-11-01,2023-08-24,15.06,72660694.97,37603164.08,2031682.72,247,MN78OP,439506.31,268110056
7920419196,Muthoni,95410534,Staff,KES,2022-08-25,2023-07-06,10.33,54207293.38,75679157.59,4518956.19,336,OP12QR,69430.02,268110000
6500943807,Mwangi,93433900,Corporate,KES,2021-03-15,2023-07-28,14.65,10673036.65,98198264.73,4742231.15,107,CD56EF,3484114.72,268110004
6456121582,Auma,96074051,Retail,KES,2021-08-20,2023-08-04,12.16,115690225.5,46155850.01,8205517.79,160,WX56YZ,3157014.26,268110005
2454602718,Muthoni,45693724,Staff,KES,2023-07-22,2023-07-20,10.06,2641254.03,88029504.01,5811446.66,37,OP12QR,282838.45,268110005
828391200,Auma,111732763,Retail,KES,2021-06-12,2022-12-10,14.98,22833823.22,74169783.41,5658700.78,18,CD56EF,1969164.05,268110002
2216899212,Auma,85562673,Retail,KES,2021-06-16,2023-01-17,9.19,6836318.18,61270137.63,3664001.19,176,EF34GH,1905359.3,268110001
9343334217,Ochieng,53295663,Corporate,KES,2023-05-31,2023-04-02,11.43,1707348.47,46258266.15,6449140.94,13,OP12QR,1006389.37,268110004
7191829650,Achieng,113966804,Retail,KES,2023-05-14,2023-03-15,9.86,87449414.01,110861129.1,2995597.61,310,CD56EF,1495972.56,268110004
243040203,Odhiambo,76844654,Corporate,KES,2022-12-26,2022-12-31,11.04,47976488.09,7972088.86,3736981.96,164,WX56YZ,476425.27,268110004
3948499833,Njeri,83921885,Asset Finance,KES,2022-04-11,2023-01-10,11.33,22627665.62,93069725.57,9102340.25,139,IJ56KL,96730.25,268110056
829245084,Omondi,41764201,Asset Finance,USD,2023-07-27,2023-06-14,15,20150018.53,113571456.5,3742933.06,263,EF90GH,2303210.83,268110003
2558748495,Odhiambo,21606217,Asset Finance,KES,2022-12-31,2023-07-25,9.38,85650038.66,89184539.27,9188582.32,251,OP12QR,1229117.09,268110003
8123852127,Wanjiku,108267653,Retail,KES,2021-01-30,2023-07-08,10.39,119109407.4,69414255.51,3592624.89,305,OP12QR,2406948.65,268110005
2820574225,Wanjiku,56178625,Staff,KES,2023-03-24,2023-04-11,12.33,100787046.8,23389152.28,5352916.01,130,WX56YZ,533753.45,268110056
9087673292,Omondi,102726309,Corporate,KES,2021-12-10,2023-05-11,11.47,93233016.28,42477211.29,6147573.11,254,OP12QR,2491352.35,268110056
2179541717,Auma,8169156,Retail,USD,2023-05-17,2023-02-18,11.18,118578946.5,69644977.54,1711195.13,179,CD56EF,955298.72,268110003
99834387,Odhiambo,41156312,Asset Finance,KES,2023-07-07,2023-02-22,15.78,103413120.4,13099984.09,380302.94,215,CD56EF,766500.08,268110001
2383901741,Muthoni,42296941,Corporate,KES,2022-05-21,2023-07-10,11.7,89261694.2,104542019.8,1150211.02,301,EF34GH,645852.62,268110001
6251324824,Omondi,37546300,Retail,USD,2023-06-08,2023-02-18,10.47,73560430.64,86287559.52,5086940.11,233,EF90GH,1483394.99,268110003
8096347324,Muthoni,15976778,Asset Finance,KES,2022-12-20,2023-07-14,12.08,110070442.7,115560048.3,4202976.17,205,WX56YZ,3282510.63,268110002
6034568781,Kamau,116141375,Corporate,KES,2021-12-09,2023-07-15,14.95,98257356.12,44066571.33,9026197.15,36,OP12QR,2645596.78,268110004
9154295876,Njeri,3402438,Retail,KES,2021-12-09,2023-05-02,12.54,46272041.05,90973165.78,351058.79,196,CD56EF,3303054.23,268110003
4075747154,Auma,28901145,Retail,KES,2023-06-06,2023-08-03,12.2,82812223.23,87007334.14,3418469.97,313,EF34GH,1262281.03,268110005
2209206385,Wanjiku,28575251,Asset Finance,KES,2021-08-30,2023-08-16,11.28,103740619.5,50084000.96,4604392.11,276,OP12QR,38078.88,268110005
225032416,Kamau,70588288,Corporate,KES,2021-09-21,2022-12-13,10.52,110255385.2,29213665.25,9754139.16,2,OP12QR,1248057.07,268110000
2791486606,Ochieng,88209926,Retail,KES,2021-11-25,2023-02-28,12.43,45332846.38,103437551.6,8956444.84,160,OP12QR,1065345.59,268110003
5576493086,Njeri,4022034,Term Loan,KES,2023-02-16,2023-05-09,11.48,21740590.79,52870918.62,845817.79,158,WX56YZ,1122722.86,268110000
3204054209,Auma,3756828,Asset Finance,KES,2022-10-22,2023-03-20,10.58,17098110.73,37576191.27,9179240.83,47,OP12QR,697757.17,268110003
1127992303,Njeri,78797798,Corporate,KES,2022-02-01,2023-09-03,9.6,33935496.26,32307150.68,7465958.11,115,EF34GH,3079524.92,268110004
5434858325,Ochieng,37713694,Retail,KES,2023-04-30,2023-03-03,15.87,16794652.4,54565819.22,1499231.39,247,OP12QR,1815807.27,268110004
6168361736,Auma,88447009,Retail,KES,2021-03-23,2023-07-20,15.78,39389081.62,69074885.78,9765247.58,300,WX56YZ,1019859.72,268110000
1723847910,Achieng,64602096,Corporate,KES,2022-12-20,2023-08-19,14,110389009.5,75788969.92,8628919.54,61,YZ34AB,2121373.26,268110004
7929322677,Achieng,94286238,Asset Finance,USD,2023-04-15,2023-04-14,10.33,118036292.7,26580361.56,3242585.77,365,QR90ST,1854148.71,268110000
5803015476,Auma,3761044,Corporate,KES,2021-02-16,2023-02-06,10.27,115234020.7,53333769.34,4108683.61,338,EF34GH,1315256.22,268110003
1247751821,Kamau,95603875,Asset Finance,KES,2021-07-07,2022-12-16,15.81,65848995.99,49202309.82,6806479.93,26,WX56YZ,2990618.08,268110004
6906495617,Mwangi,110616551,Asset Finance,KES,2023-02-11,2023-09-09,15.43,70574846.28,58573351.54,5952818.34,130,OP12QR,640235.59,268110001
2369942406,Mwangi,35602990,Retail,KES,2023-03-20,2023-05-31,11.24,97325240.47,55750863.72,8806014.17,349,OP12QR,507015.59,268110056
2959692179,Muthoni,29181492,Retail,KES,2022-11-08,2023-02-20,13.29,64635947.43,100586860.2,9177614.46,251,MN78OP,1236511.4,268110001
9894631800,Achieng,119822709,Corporate,KES,2022-02-24,2023-02-11,9.54,93798650.11,97085916.07,4130682.16,343,WX56YZ,1219458.85,268110056
3933662805,Odhiambo,20181953,Asset Finance,KES,2021-09-02,2023-06-03,11.56,2465318.14,58472412.95,356539.46,314,CD56EF,1608374.61,268110002
2122720880,Mwangi,5480226,Corporate,KES,2021-01-31,2023-04-01,12.33,61191196.11,91899305.64,5176484.95,112,EF34GH,1389239.52,268110001
4715314073,Mwangi,76798512,Staff,USD,2021-12-11,2023-03-16,15.55,23367763.58,16336840.59,4349549.34,82,CD56EF,780640.16,268110000
5767696058,Odhiambo,67615883,Corporate,KES,2022-03-15,2023-05-15,11.6,106558900.7,22148289.43,4811891.61,25,OP12QR,2884782.83,268110001
3197039838,Mwangi,48421587,Corporate,KES,2023-03-16,2022-12-14,13.41,17974014.67,84820305.01,6803219.34,3,CD56EF,1092554.43,268110005
1833005190,Kamau,27353031,Asset Finance,KES,2023-06-04,2023-01-01,10.21,95056600.43,55564142.97,7382690.96,48,EF34GH,2681389.17,268110003
4784217801,Njeri,75449641,Corporate,KES,2022-12-31,2023-03-29,10.6,68410622.47,83043053.21,7472668.73,114,MN78OP,3417197.52,268110005
6915822474,Wanjiku,93931615,Asset Finance,KES,2022-02-06,2022-12-15,10.06,102393006.9,29477097.01,6028177.88,295,YZ34AB,405197,268110003
2433999716,Odhiambo,58324918,Retail,KES,2021-03-14,2023-06-13,13.17,26906486.38,17319750.7,3101125.03,195,MN78OP,1798351.72,268110001
3314308280,Odhiambo,52476188,Term Loan,KES,2022-11-11,2023-08-27,15.76,6961032.14,67520842.4,1162127.28,154,MN78OP,884095.61,268110056
7151010205,Odhiambo,117894928,Asset Finance,KES,2021-08-14,2023-04-13,15.57,13780477.06,74189275.91,5611441.12,116,OP12QR,419865.54,268110001
7583490140,Ochieng,93589348,Term Loan,KES,2023-02-02,2022-12-23,13.79,68279965.27,59369557.21,1524458.71,49,WX56YZ,968364.31,268110004
582700547,Auma,6775076,Corporate,KES,2022-08-06,2023-04-11,10.67,91213988.37,79537479.7,9960937.21,283,YZ34AB,2079961.17,268110003
5803581792,Wanjiku,51713875,Term Loan,KES,2021-04-13,2023-08-21,14.59,10367735.9,110625024.8,3744889.06,167,WX56YZ,1804958.27,268110002
8663604017,Omondi,105516847,Asset Finance,KES,2023-01-12,2023-08-11,11.97,12381878.65,86103496.54,4944721.05,63,OP12QR,3206583.03,268110005
2929286875,Kamau,104648390,Retail,USD,2021-05-15,2023-03-08,13.6,66874967.32,58261999.69,591750.86,325,QR90ST,1387861.03,268110000
7812931947,Odhiambo,118868707,Corporate,KES,2022-08-10,2022-12-26,13.49,35993983.96,80820433.32,346227.04,52,WX56YZ,2981271.62,268110003
3106696797,Muthoni,107427305,Corporate,KES,2022-07-20,2023-03-07,15.88,78228443.89,24234157.37,4128707.01,235,OP12QR,199547.69,268110056
4810193998,Achieng,45445258,Term Loan,USD,2022-08-22,2023-03-04,13.02,32372675.23,109414567.1,1127254.32,4,OP12QR,792648.82,268110003
7318199023,Achieng,1961845,Corporate,KES,2021-09-18,2023-07-03,9.17,52759145.75,62002286.89,2346034.66,237,EF34GH,2920328.55,268110056
2436226164,Kamau,28811098,Retail,KES,2022-03-18,2023-05-21,12.84,13188216.85,71369537.23,3752805.1,210,MN78OP,2684142.77,268110005
983837183,Mwangi,6852098,Corporate,KES,2023-04-06,2023-04-04,11.76,44654064.21,106058749.1,8888962.87,110,EF90GH,2514960.85,268110004
4563031310,Muthoni,92810024,Staff,KES,2022-07-07,2023-03-30,10.6,37227939.63,21759550.66,5229431.17,332,WX56YZ,1974748,268110004
3330809214,Njeri,89768038,Corporate,KES,2021-06-09,2022-12-22,9.96,30073274.48,9907016.63,9906606.01,31,IJ56KL,2816465.72,268110001
2133273544,Auma,5276225,Corporate,KES,2023-02-11,2023-04-29,13.28,78123409.92,110071558.8,3969771.06,258,WX56YZ,998507.14,268110001
7051812082,Odhiambo,65907333,Term Loan,KES,2021-01-11,2023-03-13,12.94,66624877.24,74755011.95,7648605.87,27,KL90MN,837561.79,268110005
9106308951,Muthoni,8187453,Asset Finance,KES,2022-09-17,2023-03-22,10.29,92079132.69,46529049.92,1560830.28,30,CD56EF,2695785.19,268110003
6986529933,Kamau,6519662,Corporate,KES,2022-02-12,2023-05-03,14.99,30743339.11,7277018.47,341178.36,124,EF34GH,2864659.21,268110005
3383705562,Odhiambo,101281984,Asset Finance,USD,2021-08-10,2023-07-03,14.09,56333852.72,63833623.22,6307886.92,335,KL90MN,1581536.56,268110003
876590009,Odhiambo,70746900,Corporate,KES,2021-05-23,2022-12-10,15.82,85595164.67,114002236.7,418799.96,140,QR90ST,278490.28,268110005
1187469308,Njeri,96506999,Term Loan,KES,2021-06-27,2023-02-20,12.91,50222602.42,96411510.81,5624178.74,235,WX56YZ,1960941.88,268110002
6114379793,Ochieng,88848092,Staff,KES,2023-07-09,2023-05-31,12.67,102066518.6,115727339.6,3712920.64,340,MN78OP,3195770.41,268110056
7292813868,Ochieng,70187405,Corporate,KES,2023-08-13,2023-03-11,14.96,74818283.22,64760163.97,2359649.84,61,WX56YZ,448920.34,268110005
4739032179,Wanjiku,36285828,Asset Finance,KES,2023-04-15,2023-01-31,12.44,75729501.25,116309987.5,1042213.31,116,EF34GH,2597566.34,268110002
5602819521,Auma,39035978,Staff,KES,2022-11-26,2023-04-24,11.89,8062674.37,16960665.7,5209401.81,124,WX56YZ,1435571.02,268110004
8224329737,Njeri,112100113,Asset Finance,KES,2021-09-18,2023-04-06,12.72,36814979.62,63319604.55,9738146.97,183,WX56YZ,1378741.04,268110002
8410778494,Wanjiku,63949345,Asset Finance,KES,2021-07-16,2023-04-19,13.3,92623248.7,23630342.76,8550795.46,320,OP12QR,2322419.5,268110000
2913404104,Kamau,116284251,Asset Finance,KES,2023-02-12,2023-04-12,12.18,109434426.8,119790873.5,8432529.82,159,AB12CD,2830113.47,268110000
8830754624,Achieng,19513828,Staff,USD,2023-03-31,2023-05-21,11.29,21578532.54,86913004.95,7555339.43,194,CD56EF,755060.2,268110056
5958065915,Kamau,114410078,Term Loan,KES,2022-09-11,2023-01-26,14.43,87804167.05,66548825.53,9311394.41,50,WX56YZ,1754545.22,268110005
8362921952,Muthoni,14045627,Asset Finance,KES,2021-10-28,2023-02-07,12.12,16819277.57,98996824.43,1318063.71,361,CD56EF,3159781.94,268110056
5765388639,Achieng,40627409,Term Loan,KES,2022-08-28,2023-01-09,9.72,53641380.08,45701211.8,9334536.1,34,AB78CD,1679789.79,268110000
4561961430,Muthoni,43075912,Retail,KES,2022-12-23,2023-02-16,9.41,34911278.94,83408772.92,6491688.12,195,OP12QR,468998.51,268110003
5699825259,Kamau,98541523,Corporate,KES,2021-03-24,2022-12-26,11.01,84212515.96,87990828.76,9238273.26,27,WX56YZ,1852678.89,268110005
2998274153,Mwangi,113012206,Asset Finance,KES,2023-09-10,2023-01-24,15.96,19022554.36,75110196.34,6333745.65,289,WX56YZ,750867.42,268110005
4059616482,Omondi,4455979,Corporate,KES,2022-06-21,2023-02-11,11.12,65796484.96,2876029.64,938704.29,300,IJ56KL,696299.48,268110004
160628276,Odhiambo,75308894,Retail,KES,2021-08-05,2023-07-07,10.7,23949929.85,70019917.72,5311699.28,217,WX56YZ,224196.77,268110000
7695240457,Muthoni,7421545,Asset Finance,KES,2021-12-11,2023-08-27,15.44,115023872,103727676.4,9942420.39,360,OP12QR,1089221.52,268110004
7145200709,Kamau,87241132,Corporate,KES,2023-06-12,2023-09-02,10.62,98539941.9,36665871.38,8071664.85,339,EF34GH,1270940.91,268110001
661318377,Njeri,38068383,Corporate,KES,2021-11-17,2022-12-30,15.52,82999032.11,94925177.8,8288614.55,128,OP12QR,3097150.92,268110003
2130628902,Muthoni,12508234,Corporate,KES,2021-05-12,2023-06-17,11.61,65357445.77,27774459.97,7704803.14,300,WX56YZ,893735.08,268110002
8798773406,Achieng,91135206,Term Loan,KES,2021-11-17,2023-04-24,15.22,19943847.8,28131691.45,2842723.5,74,WX56YZ,801736.9,268110001
6438416239,Achieng,107418892,Term Loan,KES,2021-10-13,2023-06-15,15.07,115345114.5,78809016.03,9471022.87,289,EF90GH,428525.62,268110001
9797238131,Auma,110118753,Asset Finance,KES,2021-02-03,2023-05-20,12.83,61296660.08,14357238.86,536205.31,21,WX56YZ,866640.58,268110005
5498623627,Odhiambo,52001124,Corporate,KES,2021-06-11,2023-06-17,9.83,17899624.49,15819668.19,5265198.17,255,WX56YZ,1969230.5,268110001
3505569948,Auma,37235776,Retail,KES,2021-06-18,2023-01-01,9.41,82189577.82,9585765.81,3593394.38,94,AB12CD,3430083.07,268110005
8690133901,Auma,81941172,Retail,KES,2022-05-17,2023-02-11,14.34,70734462.11,29229956.73,7936985.04,364,WX56YZ,2950414.75,268110004
7256973273,Odhiambo,62954925,Corporate,KES,2021-04-03,2023-01-25,10.39,72981200.19,25352776.28,4676001.89,149,YZ34AB,3008904.76,268110003
7807548000,Njeri,52575443,Asset Finance,KES,2022-08-11,2023-05-26,9.13,53184415.05,34162101.81,8101013.92,331,MN78OP,1977227.48,268110005
6012149266,Njeri,14589486,Retail,KES,2021-03-21,2023-02-15,13.24,94742047.01,82012191.73,8934733.38,78,OP12QR,1795480.75,268110005
6539902061,Auma,7777516,Retail,KES,2021-12-10,2023-07-16,13.56,11403373.31,1982876.01,7986756.29,228,OP12QR,3440972.9,268110002
5096883732,Auma,17419872,Retail,KES,2022-10-01,2023-01-04,12.38,111497530.4,82709404.19,6897245.96,337,KL90MN,3193403.42,268110002
4543908357,Mwangi,32611133,Staff,KES,2021-02-20,2023-04-21,13.36,27021969.61,52545013.31,7404077.69,310,CD56EF,1165465.75,268110000
8913385870,Kamau,76668867,Term Loan,KES,2023-03-22,2023-03-30,12.54,51403613.88,82445856.71,8168496.15,312,WX56YZ,1059081.24,268110002
8420641447,Mwangi,109622063,Retail,KES,2022-04-29,2023-06-14,15.78,106870971.4,54220631.27,1263517,205,EF34GH,682928.59,268110003
2700947682,Njeri,80177124,Term Loan,KES,2023-04-10,2023-01-19,14.39,89446316.54,116605375.7,9540511.3,107,WX56YZ,3070235.98,268110004
8149860732,Wanjiku,6636480,Corporate,KES,2021-06-09,2023-05-26,10.05,105047234,7095940.98,6752768.93,128,AB12CD,693787.21,268110002
8973333175,Omondi,107255146,Retail,KES,2022-02-06,2023-02-22,11.63,10699405.09,43552488.97,7070043.55,219,WX56YZ,3385687.94,268110002
9340759844,Ochieng,77167309,Term Loan,KES,2022-04-13,2023-03-11,14.32,117774255.2,106380426.6,423498.36,93,WX56YZ,2139420.37,268110004
2317102213,Mwangi,47363202,Asset Finance,KES,2022-11-03,2023-03-11,10.08,18787247.84,47635374.37,4677255.2,265,OP12QR,62206.88,268110056
8783167999,Achieng,80939204,Retail,USD,2021-11-21,2023-02-17,14.1,34337509.6,44773610.02,8382035.03,61,WX56YZ,3099902.2,268110001
3590450779,Mwangi,65293657,Corporate,KES,2022-12-29,2023-05-11,14.84,30540551.39,62191247.54,4300091.87,155,CD56EF,1822312.86,268110056
3074979285,Wanjiku,104129230,Retail,KES,2021-08-08,2023-04-26,10.78,102831279.2,28482114.5,9351101.45,210,MN78OP,2961405.09,268110003
6175282455,Omondi,75152815,Asset Finance,KES,2023-02-03,2023-06-29,12.86,29131655.55,5848060.65,1331183.31,207,OP12QR,2460245.83,268110001
5394116793,Auma,9042094,Asset Finance,KES,2022-01-17,2023-03-11,9.76,47015955.2,76430413.35,7429777.63,350,OP12QR,1795670.12,268110056
8885634887,Muthoni,40013192,Retail,KES,2021-08-27,2023-03-23,11.8,70720171.37,61235729.96,986588.43,99,EF34GH,3334636.37,268110005
4942715268,Mwangi,69476341,Corporate,KES,2022-06-21,2023-01-30,9.85,41076830.08,20441443.22,7144210.99,338,WX56YZ,3008443.05,268110002
790104589,Achieng,32742467,Asset Finance,KES,2023-07-11,2023-03-15,13.99,16327485.97,80382377.8,961619.12,191,MN78OP,2552990.83,268110000
5913016000,Odhiambo,77432126,Asset Finance,KES,2023-05-03,2023-08-21,9.09,66734153.12,93853469.86,9305956.52,55,OP12QR,3432202.2,268110000
5343407937,Omondi,74706889,Retail,KES,2023-02-28,2023-01-17,12.99,79563534.05,81184513.08,9719736.54,262,IJ56KL,2659622.16,268110003
5007960539,Ochieng,35401001,Corporate,KES,2022-07-03,2023-04-04,12.56,102960492.8,35500621.73,5933524.21,185,WX56YZ,356479.3,268110003
9988417898,Auma,52784414,Asset Finance,KES,2021-03-14,2023-03-03,14.12,79254568.32,112901568,6971351.1,167,KL90MN,685645.04,268110056
3676137022,Achieng,21065990,Corporate,KES,2022-10-02,2023-02-28,14.6,32121114.58,16901593.24,3404629.36,59,OP12QR,1984090.39,268110002
8942561673,Mwangi,35121732,Term Loan,KES,2021-04-26,2023-03-10,11.81,38420144.69,97674522.66,2773849.5,191,YZ34AB,1539182.75,268110001
620640765,Kamau,79979000,Asset Finance,KES,2022-05-06,2023-06-18,10.29,107375536.8,11680387.22,4710808.75,336,WX56YZ,1103156.53,268110004
1198018588,Odhiambo,87180496,Retail,USD,2021-12-01,2023-04-03,9.11,1885605.19,23031856.69,4563496.77,213,CD56EF,2386557.84,268110001
3934560867,Achieng,5040737,Corporate,KES,2022-10-20,2022-12-14,9.16,83902938.7,82436524.46,2001526,250,WX56YZ,1694966.7,268110001
8564471222,Wanjiku,9245378,Term Loan,KES,2021-08-26,2023-07-24,13.21,65681109.28,30901433.97,5132632.7,335,WX56YZ,1631746.36,268110005
4480316294,Mwangi,57021602,Asset Finance,KES,2022-12-09,2022-12-22,15.66,75367317.69,17175438.48,1709685.09,121,YZ34AB,1763927.88,268110003
7200219681,Achieng,61762842,Term Loan,KES,2021-03-17,2023-04-08,9.17,42082394.19,24188327.5,6534763.69,223,WX56YZ,3029859.34,268110004
9297033109,Njeri,87909958,Term Loan,KES,2022-11-06,2023-05-13,9.11,101034840.5,66534326.05,2689526.63,254,CD56EF,2021226.8,268110005
889450684,Ochieng,78824558,Corporate,KES,2023-06-26,2023-04-13,12.49,75027141.51,105401639.6,3605403.32,130,AB78CD,1516226.27,268110000
3271507043,Achieng,58568808,Corporate,KES,2022-09-21,2023-06-14,13.49,25187186.62,91883733.74,6911495.09,228,AB12CD,2300592.76,268110004
6019687502,Kamau,75818776,Corporate,KES,2021-07-14,2023-07-04,10.72,97812296.18,47916485.41,7023040.38,179,OP12QR,1900003.89,268110005
3794673727,Mwangi,9865476,Corporate,KES,2021-09-17,2023-06-07,12.6,101903390.8,74740723.72,1949191.08,79,AB78CD,1206585.35,268110002
602297967,Wanjiku,95572442,Retail,USD,2022-07-14,2023-01-05,15.22,59710730.87,84397621.36,7535392.53,252,QR90ST,3188970.78,268110000
3284400476,Ochieng,115787316,Asset Finance,KES,2023-06-14,2023-08-23,14.42,66812478.28,119806196.5,9798762.29,183,WX56YZ,3276186.25,268110003
1759248939,Ochieng,59767180,Retail,KES,2021-02-21,2023-05-12,13.38,109280180.6,106295984,2321260.71,325,CD56EF,2323479.21,268110000
1760711057,Ochieng,33545411,Corporate,KES,2023-05-06,2023-05-10,9.11,109166038.7,112049573.8,6863381.02,278,OP12QR,1310418.42,268110005
6809305695,Wanjiku,110180346,Term Loan,USD,2021-01-18,2023-03-05,9.9,17119598.06,68034741.41,7296309.7,162,WX56YZ,2119620.67,268110001
2654365798,Muthoni,11369333,Term Loan,KES,2023-02-21,2023-02-21,12.61,25414125.66,2894728.12,2856208.3,68,MN78OP,1684819.22,268110056
4941519583,Omondi,77618980,Retail,KES,2021-12-12,2023-08-17,15.25,79175393.05,17682251.12,188378.88,183,OP12QR,761769.12,268110001
8735170082,Odhiambo,13996064,Retail,KES,2023-05-18,2022-12-09,9.62,27533763.96,112851919.2,1155484.32,82,EF34GH,3288755.47,268110004
4574003986,Achieng,77410276,Asset Finance,KES,2023-08-13,2023-02-02,9.54,69615082.45,85080638.37,7607870.81,31,CD56EF,2177202.27,268110004
9062115256,Odhiambo,105588269,Asset Finance,KES,2022-01-13,2023-05-31,10.38,61600294.65,98935278.07,4499673.39,48,EF34GH,3405370.37,268110001
4638133494,Muthoni,4906414,Retail,KES,2023-02-01,2022-12-24,15.22,67421230.44,85851013.46,6033071.64,158,OP12QR,977255.87,268110004
6054895068,Achieng,79213943,Term Loan,KES,2022-06-08,2022-12-09,12.63,82263079.48,96914539.72,7318413.63,290,OP12QR,2467182.09,268110004
